Key,Values
AX,"2018-10-25, 2019-01-30, 2019-05-02, 2019-07-31, 2019-10-30, 2020-01-30, 2020-07-30, 2021-01-28, 2021-05-01, 2021-07-29, 2021-10-28, 2022-08-04, 2022-10-27"
EGBN,"2013-04-23, 2013-07-23, 2014-01-23, 2014-07-23, 2014-10-16, 2015-01-22, 2015-04-23, 2015-07-24, 2015-10-22, 2016-01-21, 2016-04-21, 2016-07-21, 2016-10-20, 2017-01-19, 2017-04-19, 2017-07-20, 2017-10-19, 2018-01-19, 2018-04-19, 2018-07-19, 2018-10-18, 2019-01-17, 2019-04-18, 2019-07-18, 2019-10-17, 2020-01-16, 2020-04-23, 2020-07-23, 2020-10-22"
LOB,"2016-04-30, 2016-08-01, 2016-10-30, 2017-01-26, 2017-05-13, 2017-07-29, 2017-10-27, 2018-01-25, 2018-04-26, 2018-07-28, 2018-10-25, 2019-01-24, 2019-04-28, 2019-07-28, 2019-10-24, 2020-01-23, 2020-04-23, 2020-07-23, 2020-10-22, 2021-07-22, 2021-10-28, 2022-10-29"
BY,"2017-12-01, 2018-07-28, 2019-01-25, 2019-04-26, 2019-07-26, 2019-10-25, 2020-01-24, 2020-05-02, 2021-05-01, 2021-07-31, 2022-07-30, 2022-10-28"
BRKL,"2013-04-26, 2013-07-26, 2014-01-30, 2014-08-02, 2014-10-30, 2015-01-29, 2015-04-25, 2015-07-23, 2015-10-22, 2016-01-28, 2016-04-21, 2016-07-21, 2016-10-20, 2017-01-26, 2017-04-27, 2017-07-21, 2017-10-19, 2018-02-01, 2018-04-29, 2018-07-26, 2018-10-25, 2019-02-01, 2019-04-26, 2019-07-28, 2019-10-26, 2020-01-30, 2020-05-02, 2021-01-28, 2021-04-30, 2021-07-31, 2021-10-29, 2022-01-27, 2022-04-28, 2022-07-29, 2022-10-27"
ASB,"2007-10-21, 2010-04-23, 2010-07-24, 2011-07-22, 2011-10-20, 2012-01-20, 2012-04-20, 2012-07-20, 2012-10-19, 2013-01-18, 2013-04-19, 2013-07-19, 2013-10-18, 2014-01-17, 2014-04-18, 2014-07-18, 2014-10-17, 2015-01-23, 2015-04-17, 2015-07-17, 2015-10-16, 2016-01-22, 2016-04-22, 2016-07-22, 2016-10-21, 2017-01-20, 2017-04-21, 2017-07-21, 2017-10-20, 2018-01-26, 2018-04-20, 2018-07-20, 2018-10-19, 2019-01-25, 2019-04-26, 2019-07-26, 2019-10-25, 2020-01-24, 2020-07-24, 2021-01-21, 2021-04-22, 2021-07-22, 2021-10-21, 2022-07-21, 2022-10-20"
OZK,"2010-01-15, 2013-01-17, 2013-04-12, 2013-07-12, 2013-10-11, 2014-01-18, 2014-04-15, 2014-07-15, 2014-10-15, 2015-01-16, 2015-04-14, 2015-07-14, 2015-10-15, 2016-01-15, 2016-04-13, 2016-07-11, 2016-10-11, 2017-01-17, 2017-07-13, 2017-10-11, 2018-01-17, 2018-10-19, 2019-01-18, 2019-04-18, 2019-07-19, 2020-01-17, 2020-04-24, 2020-07-24, 2021-07-23, 2022-01-21, 2022-10-21"
RNST,"2008-10-22, 2009-01-21, 2013-04-24, 2013-07-17, 2014-01-22, 2014-07-16, 2014-10-22, 2015-01-21, 2015-04-30, 2015-07-22, 2015-10-21, 2016-01-20, 2016-04-27, 2016-07-20, 2016-10-19, 2017-01-18, 2017-04-26, 2017-07-19, 2017-10-18, 2018-01-17, 2018-04-25, 2018-07-18, 2018-10-23, 2019-01-23, 2019-04-24, 2019-07-23, 2019-10-22, 2020-01-22, 2020-04-29, 2021-04-28, 2022-07-27"
FCF,"2010-10-30, 2013-01-30, 2013-04-25, 2013-07-24, 2013-10-23, 2014-01-29, 2014-04-24, 2014-07-24, 2014-10-29, 2015-01-29, 2015-04-29, 2015-07-29, 2015-10-29, 2016-01-27, 2016-04-28, 2016-07-27, 2016-10-26, 2017-01-26, 2017-07-26, 2017-10-25, 2018-01-24, 2018-04-25, 2018-07-25, 2018-10-24, 2019-01-30, 2019-04-24, 2019-07-24, 2019-11-02, 2020-01-29, 2020-04-30, 2021-01-27, 2021-07-28, 2021-10-27, 2022-01-26, 2022-04-27, 2022-07-27, 2022-10-26"
PNFP,"2013-04-16, 2013-07-17, 2013-10-16, 2014-07-17, 2014-10-22, 2015-01-21, 2015-04-21, 2015-07-22, 2015-10-21, 2016-01-20, 2016-04-19, 2016-07-20, 2016-10-19, 2017-01-18, 2017-04-19, 2017-07-19, 2017-10-18, 2018-01-17, 2018-04-17, 2018-07-18, 2018-10-18, 2019-01-16, 2019-04-16, 2019-07-18, 2019-10-16, 2020-01-22, 2020-04-22, 2020-07-22, 2020-10-21, 2021-04-20, 2021-07-21, 2021-10-13, 2022-04-19, 2022-07-20"
WAL,"2009-01-30, 2013-01-26, 2013-04-19, 2013-07-19, 2013-10-18, 2014-01-24, 2014-04-22, 2014-07-18, 2014-10-17, 2015-01-23, 2015-04-21, 2015-07-27, 2015-10-16, 2016-01-22, 2016-04-22, 2016-07-22, 2016-10-24, 2017-01-27, 2017-04-21, 2017-07-21, 2017-10-20, 2018-01-26, 2018-04-20, 2018-07-20, 2018-10-19, 2019-01-25, 2019-04-23, 2019-07-19, 2019-10-18, 2020-01-24, 2020-04-17, 2021-01-22, 2021-04-16, 2021-07-16, 2021-10-22, 2022-01-28, 2022-04-22, 2022-07-22, 2022-10-21"
FHB,"2017-04-29, 2017-07-28, 2017-10-27, 2018-01-26, 2018-04-26, 2018-07-27, 2018-10-26, 2019-01-25, 2019-04-27, 2019-07-26, 2019-10-25, 2020-01-29, 2020-07-24, 2021-01-22, 2021-07-23, 2022-04-22, 2022-07-29, 2022-10-28"
FBP,"2013-05-03, 2013-07-24, 2013-10-24, 2014-02-04, 2014-04-26, 2014-07-31, 2014-10-28, 2015-02-07, 2015-05-05, 2015-08-02, 2016-01-29, 2016-07-26, 2016-10-25, 2017-01-26, 2017-04-25, 2017-07-28, 2017-11-07, 2018-01-29, 2018-04-27, 2018-07-25, 2018-10-25, 2019-01-29, 2019-04-24, 2019-07-23, 2019-10-22, 2020-01-28, 2020-05-02, 2021-01-29, 2022-04-29, 2022-10-25"
SBCF,"2009-01-28, 2013-04-26, 2013-07-29, 2013-10-29, 2014-01-30, 2014-04-25, 2014-07-30, 2014-10-28, 2015-01-28, 2015-04-29, 2015-07-24, 2015-10-23, 2016-01-29, 2016-04-29, 2016-07-31, 2016-10-30, 2017-02-02, 2017-04-26, 2017-07-28, 2017-10-27, 2018-01-26, 2018-06-12, 2018-07-29, 2018-10-26, 2019-01-25, 2019-04-26, 2019-07-27, 2019-10-25, 2020-01-24, 2020-04-29, 2022-07-29, 2022-10-28"
EFSC,"2014-10-24, 2015-01-23, 2015-04-24, 2015-07-23, 2015-10-22, 2016-01-28, 2016-04-30, 2016-07-31, 2016-10-26, 2017-01-25, 2017-04-26, 2017-07-26, 2017-10-25, 2018-01-23, 2018-04-25, 2018-07-25, 2018-10-24, 2019-01-23, 2019-04-24, 2019-07-24, 2019-10-23, 2020-01-22, 2020-04-21, 2020-07-21, 2020-10-20, 2021-01-26, 2022-01-25, 2022-04-26, 2022-07-26, 2022-10-25"
FIBK,"2013-01-29, 2013-04-23, 2013-07-23, 2013-10-22, 2014-01-30, 2014-04-24, 2014-07-22, 2014-10-28, 2015-01-28, 2015-04-28, 2015-07-21, 2015-10-27, 2016-01-28, 2016-07-26, 2016-10-25, 2016-11-23, 2017-01-27, 2017-10-31, 2018-01-31, 2018-04-28, 2018-07-28, 2018-10-27, 2019-01-31, 2019-04-26, 2019-08-03, 2020-01-30, 2020-05-01, 2021-04-28, 2022-07-30, 2022-10-26"
FBK,"2017-10-24, 2018-01-24, 2018-04-24, 2018-07-25, 2018-10-23, 2019-01-23, 2019-04-23, 2019-07-23, 2020-01-22, 2021-01-26, 2021-04-27"
VBTX,"2017-10-24, 2018-01-30, 2018-04-24, 2018-07-25, 2018-10-23, 2019-01-29, 2019-04-23, 2019-07-23, 2019-10-22, 2020-01-29, 2020-07-31, 2021-04-30"
LBAI,"2022-01-26, 2022-10-29"
CASH,"2018-01-31, 2018-05-01, 2018-07-27, 2018-10-31, 2019-01-29, 2019-04-27, 2019-08-01, 2019-10-24, 2020-01-30, 2020-04-23, 2021-01-27, 2021-04-27, 2021-07-28, 2021-10-27, 2022-01-26, 2022-04-28, 2022-07-27, 2022-10-28"
OSBC,"2013-04-25, 2013-10-25, 2014-01-23, 2014-07-24, 2014-10-23, 2015-01-22, 2015-04-23, 2015-07-23, 2015-10-22, 2016-01-21, 2016-04-21, 2016-07-27, 2016-10-20, 2017-01-30, 2017-04-30, 2017-07-29, 2018-10-26, 2019-01-24, 2019-04-26, 2019-07-27, 2019-10-28, 2020-01-23, 2020-04-24, 2020-07-23, 2020-10-22, 2021-04-22, 2022-04-29, 2022-07-30, 2022-10-28"
BOKF,"2014-07-30, 2014-10-29, 2015-01-28, 2015-04-30, 2015-08-01, 2015-10-28, 2016-01-27, 2016-04-27, 2016-07-28, 2016-10-26, 2017-07-26, 2017-10-25, 2018-01-24, 2018-04-25, 2018-07-25, 2018-10-24, 2019-01-30, 2019-04-24, 2019-07-24, 2019-10-23, 2020-01-22, 2020-04-22, 2020-07-22, 2020-10-21, 2021-01-20, 2021-07-21, 2022-07-27"
BANC,"2014-11-01, 2015-03-06, 2015-05-01, 2015-08-03, 2015-10-31, 2016-01-28, 2016-04-21, 2016-07-22, 2016-10-21, 2017-01-30, 2017-05-06, 2017-07-26, 2017-10-26, 2018-01-25, 2018-04-28, 2018-07-26, 2018-10-25, 2019-01-24, 2019-04-23, 2019-07-25, 2019-10-24, 2020-01-23, 2020-04-30, 2020-07-24, 2020-10-22, 2021-01-21, 2021-04-22, 2021-07-22, 2021-10-21, 2022-01-25, 2022-04-21, 2022-07-21, 2022-10-20"
NBTB,2020-07-28
MTG,"2008-04-17, 2008-07-17, 2009-01-20, 2010-01-26, 2012-08-02, 2012-11-09, 2013-02-28, 2013-04-30, 2013-07-23, 2013-10-16, 2014-01-23, 2014-04-22, 2014-07-16, 2014-10-15, 2015-01-20, 2015-04-21, 2015-07-16, 2015-10-15, 2016-04-19, 2016-07-19, 2017-01-19, 2017-04-20, 2017-07-20, 2017-10-18, 2018-01-18, 2018-04-18, 2018-07-18, 2018-10-17, 2019-01-17, 2019-04-23, 2019-07-23, 2019-10-22, 2020-05-08, 2021-08-05, 2021-11-04, 2022-02-03, 2022-11-03"
WSBC,"2013-04-25, 2013-07-24, 2013-10-23, 2014-07-25, 2014-10-22, 2015-01-29, 2015-04-30, 2015-07-22, 2015-10-21, 2016-01-27, 2016-04-20, 2016-07-20, 2016-10-26, 2017-01-25, 2017-04-20, 2017-07-20, 2017-10-19, 2018-01-24, 2018-04-18, 2018-07-25, 2018-10-27, 2019-01-29, 2019-04-18, 2019-07-24, 2019-10-25, 2020-01-28, 2020-04-29, 2020-07-23, 2020-10-22, 2021-01-27, 2021-05-01, 2021-07-28, 2021-10-27, 2022-07-27"
CNOB,"2017-07-27, 2017-10-26, 2018-01-25, 2018-04-27, 2018-07-26, 2018-10-25, 2019-01-24, 2019-04-28, 2019-07-28, 2019-10-26, 2020-01-23, 2020-05-02, 2021-01-28, 2021-04-30, 2021-07-31, 2021-10-29, 2022-07-30"
UVSP,"2016-01-28, 2016-04-29, 2016-07-31, 2016-10-30, 2017-01-26, 2017-04-29, 2017-07-27, 2017-10-27, 2018-01-25, 2018-04-26, 2018-07-29, 2018-10-25, 2019-01-24, 2019-04-28, 2019-07-29, 2019-10-26, 2020-01-23, 2020-04-23, 2021-05-01, 2021-10-29, 2022-04-30, 2022-07-28"
WD,"2013-03-06, 2013-05-08, 2013-08-09, 2013-11-10, 2014-02-13, 2014-05-08, 2014-08-06, 2014-11-06, 2015-02-12, 2015-05-06, 2015-08-05, 2015-11-04, 2016-02-10, 2016-05-08, 2016-08-03, 2016-11-02, 2017-02-08, 2017-05-03, 2017-08-02, 2017-11-08, 2018-02-07, 2018-05-02, 2018-08-01, 2018-10-31, 2019-02-06, 2019-05-05, 2019-08-10, 2019-11-06, 2020-05-11, 2022-05-05, 2022-08-08"
PPBI,"2013-04-24, 2013-10-23, 2014-01-22, 2014-07-23, 2014-10-22, 2015-01-21, 2015-04-22, 2015-07-22, 2015-10-21, 2016-01-20, 2016-04-20, 2016-07-20, 2016-10-19, 2017-01-24, 2017-04-25, 2017-07-25, 2017-10-24, 2018-01-30, 2018-05-01, 2018-07-24, 2018-10-23, 2019-01-29, 2019-04-23, 2019-07-23, 2019-10-22, 2020-01-23, 2020-07-27, 2021-01-26, 2021-04-27, 2021-07-27, 2022-07-21"
ACT,2022-05-07
CFR,"2009-01-28, 2011-07-28, 2011-10-26, 2012-01-25, 2012-04-25, 2012-07-25, 2012-10-24, 2013-01-30, 2013-04-24, 2013-07-24, 2014-01-29, 2014-04-24, 2014-07-30, 2014-10-29, 2015-01-28, 2015-04-30, 2015-08-01, 2015-10-28, 2016-01-27, 2016-04-27, 2016-07-28, 2016-10-26, 2017-01-25, 2017-04-27, 2017-07-30, 2017-10-29, 2018-01-25, 2018-04-26, 2018-07-27, 2018-10-26, 2019-01-31, 2019-04-25, 2019-07-25, 2019-10-31, 2020-01-30, 2020-04-30, 2021-01-28, 2021-04-29, 2021-07-29, 2021-10-28, 2022-01-27, 2022-04-28, 2022-07-28, 2022-10-27"
QCRH,"2017-04-21, 2017-07-21, 2017-11-03, 2018-02-02, 2018-04-18, 2018-07-20, 2018-10-31, 2019-01-25, 2019-04-28, 2019-07-24, 2019-10-27, 2020-01-23, 2020-05-01, 2021-01-28, 2021-04-28, 2021-10-29, 2022-07-30, 2022-10-29"
CADE,"2017-10-25, 2018-01-25, 2018-04-27, 2018-07-23, 2018-10-22, 2019-01-28, 2019-04-29, 2019-07-22, 2019-10-23, 2020-01-23, 2020-04-29, 2020-07-22, 2020-10-21, 2021-04-22, 2022-04-26, 2022-10-25"
WTFC,"2013-04-18, 2013-07-18, 2013-10-15, 2014-01-22, 2014-04-16, 2014-07-15, 2014-10-18, 2015-01-16, 2015-04-16, 2015-07-16, 2015-10-15, 2016-01-20, 2016-04-20, 2016-07-21, 2016-10-19, 2017-01-20, 2017-04-20, 2017-07-19, 2017-10-20, 2018-01-24, 2018-04-21, 2018-07-18, 2018-10-18, 2019-01-24, 2019-04-17, 2019-07-17, 2019-10-18, 2020-01-22, 2020-04-23, 2020-07-22, 2020-10-22, 2021-01-21, 2021-04-20, 2021-07-20, 2021-10-20, 2022-01-20, 2022-04-20, 2022-07-21"
NYCB,"2007-10-19, 2009-04-29, 2010-01-27, 2011-07-21, 2011-10-19, 2012-01-25, 2012-04-18, 2012-07-25, 2012-10-24, 2013-01-30, 2013-04-24, 2013-07-24, 2013-10-23, 2014-01-29, 2014-04-30, 2014-07-23, 2014-10-22, 2015-01-29, 2015-04-29, 2015-07-22, 2015-10-31, 2016-01-27, 2016-04-20, 2016-07-27, 2016-10-26, 2017-01-25, 2017-04-26, 2017-07-26, 2017-10-25, 2018-02-01, 2018-04-25, 2018-07-25, 2018-10-24, 2019-01-30, 2019-07-31, 2019-10-30, 2020-01-29, 2020-07-29"
ABCB,"2015-01-30, 2015-04-23, 2015-07-24, 2015-10-23, 2016-01-22, 2016-04-22, 2016-07-22, 2016-10-17, 2017-01-20, 2017-04-21, 2017-07-21, 2017-10-19, 2018-01-29, 2018-04-20, 2018-07-27, 2018-10-19, 2019-01-25, 2019-04-23, 2019-07-26, 2021-01-29, 2022-04-27, 2022-07-27"
OCFC,"2009-01-23, 2009-04-24, 2014-07-25, 2014-10-24, 2015-01-23, 2015-04-24, 2015-07-24, 2015-10-23, 2016-01-22, 2016-04-22, 2016-07-29, 2016-10-29, 2017-01-27, 2017-06-30, 2017-07-28, 2017-10-27, 2018-01-26, 2018-07-27, 2019-01-26, 2019-04-26, 2019-07-27, 2019-10-25, 2020-01-28, 2020-04-24, 2021-01-29, 2021-05-01, 2021-07-31, 2021-10-29, 2022-04-29, 2022-10-25"
STBA,"2009-01-27, 2013-04-23, 2013-07-23, 2013-10-29, 2014-07-29, 2014-10-28, 2015-01-27, 2015-04-21, 2015-07-21, 2015-10-20, 2016-01-26, 2016-04-21, 2016-07-21, 2016-10-20, 2017-01-27, 2017-04-20, 2017-07-20, 2017-10-19, 2018-01-25, 2018-04-20, 2018-07-19, 2018-10-18, 2019-01-31, 2019-04-19, 2019-07-18, 2019-10-27, 2020-01-30, 2020-05-02, 2020-08-01, 2020-10-22, 2021-01-28, 2021-04-22, 2022-01-27, 2022-04-21, 2022-07-21"
SBSI,"2015-10-30, 2016-01-29, 2016-04-29, 2016-07-29, 2016-10-28, 2017-01-27, 2017-04-28, 2017-07-28, 2017-10-27, 2018-02-06, 2018-07-27, 2019-02-01, 2019-04-26, 2019-07-26, 2019-10-25, 2020-01-31, 2020-05-09, 2021-04-23, 2021-07-23, 2022-04-26, 2022-10-25"
COLB,"2008-05-09, 2008-07-25, 2013-04-26, 2013-07-26, 2014-01-24, 2014-07-24, 2014-10-24, 2015-01-29, 2015-04-23, 2015-07-23, 2015-10-30, 2016-01-29, 2016-04-29, 2016-07-28, 2016-10-27, 2017-01-27, 2017-04-29, 2017-07-28, 2017-10-27, 2018-01-26, 2018-04-28, 2018-07-28, 2018-10-26, 2019-01-25, 2019-04-27, 2019-07-30, 2019-10-26, 2020-01-23, 2020-05-03, 2021-01-28, 2021-05-01, 2021-10-30, 2022-01-20, 2022-04-21, 2022-07-21, 2022-10-20"
PFS,"2010-04-23, 2010-07-30, 2010-10-29, 2013-04-26, 2013-10-26, 2014-01-31, 2014-07-25, 2014-10-29, 2015-01-30, 2015-04-24, 2015-07-31, 2015-10-31, 2016-01-29, 2016-04-29, 2016-07-29, 2016-10-28, 2017-01-27, 2017-04-28, 2017-07-28, 2017-10-28, 2018-01-26, 2018-04-27, 2018-07-28, 2018-10-26, 2019-02-01, 2019-10-25, 2020-01-31, 2020-05-02, 2021-04-30, 2021-10-29, 2022-04-29"
FFBC,"2008-05-16, 2008-10-30, 2009-11-06, 2010-08-04, 2010-11-03, 2011-01-28, 2011-04-29, 2011-07-29, 2011-10-27, 2012-07-25, 2012-09-12, 2012-10-26, 2013-01-30, 2013-04-25, 2013-07-26, 2013-10-25, 2014-01-31, 2014-04-30, 2014-07-25, 2014-10-31, 2015-01-30, 2015-05-01, 2015-07-31, 2015-10-23, 2016-01-22, 2016-04-22, 2016-07-22, 2016-10-21, 2017-01-20, 2017-04-21, 2017-07-26, 2017-10-20, 2018-01-19, 2018-04-20, 2018-07-20, 2018-10-20, 2019-01-24, 2019-04-26, 2019-07-19, 2019-10-18, 2020-01-24, 2020-04-21"
NTB,"2017-02-13, 2017-04-26, 2017-07-26, 2017-10-25, 2018-02-15, 2018-04-24, 2018-07-25, 2018-10-24, 2019-02-20, 2019-04-26, 2019-07-24, 2019-10-23, 2020-02-14, 2020-07-23, 2021-04-30, 2021-10-30"
FULT,"2007-10-17, 2008-01-23, 2008-04-23, 2008-07-23, 2008-10-22, 2009-01-21, 2009-04-22, 2009-07-22, 2009-10-21, 2010-01-20, 2010-04-21, 2010-07-21, 2010-10-20, 2011-01-19, 2011-04-20, 2011-07-20, 2011-10-19, 2012-01-18, 2012-04-18, 2012-07-18, 2012-10-17, 2013-01-16, 2013-04-17, 2013-07-24, 2013-10-23, 2014-01-22, 2014-04-23, 2014-07-23, 2014-10-22, 2015-01-21, 2015-04-22, 2015-07-22, 2015-10-21, 2016-01-20, 2016-04-20, 2016-07-20, 2016-10-19, 2017-01-19, 2017-04-19, 2017-07-19, 2017-10-18, 2018-01-23, 2018-04-18, 2018-07-18, 2018-10-17, 2019-01-16, 2019-04-17, 2019-07-17, 2019-10-23, 2020-01-22, 2020-04-22, 2020-07-22, 2020-10-21, 2021-01-20, 2021-10-20, 2022-10-19"
AGM,"2008-11-11, 2009-03-21, 2013-03-19, 2013-05-11, 2013-11-13, 2014-03-14, 2014-08-11, 2014-11-10, 2015-03-16, 2015-05-11, 2015-08-10, 2015-11-09, 2016-03-10, 2016-05-10, 2016-08-10, 2016-11-12, 2017-03-09, 2017-05-10, 2017-08-09, 2017-11-11, 2018-03-08, 2018-05-12, 2018-08-12, 2018-11-10, 2019-02-23, 2019-05-05, 2019-11-09, 2020-02-26, 2020-08-11, 2021-11-08, 2022-02-28, 2022-05-09, 2022-08-11, 2022-11-07"
CVBF,"2013-01-17, 2013-04-18, 2013-07-18, 2013-10-24, 2014-07-27, 2014-10-23, 2015-01-22, 2015-04-25, 2015-07-23, 2015-10-22, 2016-01-21, 2016-04-21, 2016-07-21, 2016-10-20, 2017-01-19, 2017-04-26, 2017-07-20, 2017-10-19, 2018-03-01, 2018-04-19, 2018-07-19, 2018-10-27, 2019-01-24, 2019-04-29, 2019-07-28, 2019-10-27, 2020-01-23, 2020-04-23, 2020-07-23, 2020-10-22, 2021-04-22, 2022-01-27, 2022-10-20"
HTH,"2014-03-04, 2014-05-06, 2014-08-02, 2014-11-05, 2015-02-27, 2015-05-02, 2015-08-03, 2015-11-03, 2016-02-25, 2016-04-29, 2016-07-31, 2016-10-28, 2017-01-27, 2017-04-26, 2017-07-28, 2017-10-27, 2018-01-26, 2018-04-27, 2018-07-27, 2018-10-26, 2019-01-25"
CMA,"2007-10-17, 2008-01-17, 2008-04-17, 2008-07-17, 2008-10-17, 2009-01-22, 2009-04-21, 2009-07-21, 2009-10-20, 2010-01-21, 2010-04-21, 2010-07-21, 2010-10-20, 2011-01-19, 2011-04-19, 2011-07-19, 2011-10-19, 2012-01-20, 2012-04-17, 2012-07-17, 2012-10-17, 2013-01-16, 2013-04-16, 2013-07-16, 2013-10-16, 2014-01-17, 2014-04-15, 2014-07-15, 2014-10-17, 2015-01-16, 2015-04-17, 2015-07-17, 2015-10-16, 2016-01-19, 2016-04-19, 2016-07-19, 2016-10-18, 2017-01-17, 2017-04-18, 2017-07-18, 2017-10-17, 2018-01-17, 2018-04-17, 2018-07-17, 2018-10-16, 2019-01-17, 2019-04-16, 2019-07-17, 2019-10-16, 2020-01-21, 2020-04-21, 2020-07-21, 2020-10-20"
TCBI,"2009-01-29, 2013-01-24, 2013-04-25, 2013-07-25, 2013-10-24, 2014-01-23, 2014-04-24, 2014-07-24, 2014-10-23, 2015-01-22, 2015-04-23, 2015-07-23, 2015-10-22, 2016-01-21, 2016-04-21, 2016-07-21, 2016-10-21, 2017-01-26, 2017-04-20, 2017-07-20, 2017-10-19, 2018-01-25, 2018-04-19, 2018-07-19, 2018-10-18, 2019-01-24, 2019-04-18, 2019-07-18, 2019-10-17, 2020-07-23, 2020-10-22, 2021-01-21, 2021-04-21, 2021-07-21, 2021-10-20, 2022-01-20, 2022-04-21"
COOP,"2008-07-23, 2018-11-08, 2019-03-07, 2019-05-01, 2019-08-02, 2019-11-01, 2020-02-25, 2020-04-30, 2021-04-29, 2021-07-29, 2022-04-28"
VLY,"2007-10-18, 2008-01-24, 2009-10-22, 2011-07-28, 2012-01-26, 2012-04-26, 2012-07-28, 2012-10-27, 2013-01-30, 2013-04-24, 2013-07-25, 2013-10-24, 2014-01-30, 2014-04-24, 2014-07-30, 2015-04-30, 2015-07-31, 2015-10-28, 2016-01-27, 2016-04-27, 2016-07-27, 2016-10-27, 2017-01-25, 2017-04-26, 2017-07-26, 2017-10-26, 2018-01-26, 2018-04-26, 2018-07-27, 2018-10-25, 2019-01-31, 2019-04-25, 2019-07-25, 2019-10-24, 2020-01-30, 2020-05-01, 2020-07-23, 2020-10-22, 2021-05-01, 2021-07-22, 2021-10-28, 2022-07-28"
ONB,"2013-01-28, 2013-04-29, 2013-07-29, 2013-10-28, 2014-02-03, 2014-04-28, 2014-07-28, 2014-10-27, 2015-02-03, 2015-04-27, 2015-07-27, 2015-10-26, 2016-02-01, 2016-05-02, 2016-08-01, 2016-10-31, 2017-01-24, 2017-04-25, 2017-07-25, 2017-10-24, 2018-01-23, 2018-04-23, 2018-07-23, 2018-10-22, 2019-01-22, 2019-04-22, 2019-07-22, 2019-10-21, 2020-01-21, 2020-04-20, 2020-07-20, 2020-10-19, 2022-01-18, 2022-07-26, 2022-10-25"
SFBS,"2015-01-21, 2015-04-21, 2015-07-21, 2015-10-19, 2016-01-27, 2016-04-18, 2016-07-19, 2016-10-18, 2017-01-31, 2017-04-18, 2017-07-18, 2017-10-16, 2018-01-23, 2018-04-17, 2018-07-20, 2018-10-18, 2019-01-23, 2019-04-16, 2019-07-16, 2019-10-22, 2020-01-22, 2020-04-21, 2020-07-21, 2020-10-20, 2021-01-25, 2021-04-19, 2021-07-19, 2022-04-18, 2022-07-18, 2022-10-17"
UCBI,"2010-01-29, 2013-01-24, 2013-04-25, 2013-07-25, 2013-10-24, 2014-07-27, 2014-10-23, 2015-01-21, 2015-04-22, 2015-07-22, 2015-10-27, 2016-01-20, 2016-04-27, 2016-07-27, 2016-10-26, 2017-01-25, 2017-04-26, 2017-07-26, 2017-10-25, 2018-01-24, 2018-04-25, 2018-07-25, 2018-10-24, 2019-01-23, 2019-04-24, 2019-07-24, 2019-10-23, 2020-01-22, 2020-04-22, 2020-07-22, 2020-10-21, 2021-07-21, 2022-04-20, 2022-07-20"
AUB,"2014-10-22, 2015-01-28, 2015-04-20, 2015-07-21, 2015-10-20, 2016-01-20, 2016-04-20, 2016-07-22, 2016-10-20, 2017-01-24, 2017-10-18, 2018-01-23, 2018-04-24, 2018-07-18, 2018-10-17, 2019-01-22, 2019-04-25, 2019-07-18, 2019-10-17, 2020-01-21, 2020-04-29, 2020-07-23, 2020-10-22, 2021-07-22"
WBS,"2007-10-24, 2008-01-24, 2008-04-22, 2013-01-18, 2013-04-15, 2013-07-12, 2013-10-11, 2014-01-17, 2014-04-17, 2014-07-17, 2014-10-16, 2015-01-22, 2015-04-16, 2015-07-16, 2015-10-15, 2016-01-21, 2016-04-19, 2016-07-20, 2016-10-21, 2017-01-19, 2017-04-21, 2017-07-21, 2017-10-19, 2018-01-23, 2018-04-19, 2018-07-19, 2018-10-18, 2019-01-24, 2019-04-18, 2019-07-18, 2019-10-22, 2020-01-23, 2020-04-21, 2020-07-23, 2020-10-22"
SFNC,"2009-10-16, 2014-07-18, 2014-10-24, 2015-01-23, 2015-04-24, 2015-07-23, 2015-10-23, 2016-01-22, 2016-07-22, 2016-10-21, 2016-12-15, 2017-01-19, 2017-04-20, 2017-07-20, 2017-10-23, 2018-01-23, 2018-07-24, 2018-10-23, 2018-11-14, 2019-01-23, 2019-04-23, 2019-07-23, 2019-10-22, 2020-01-23, 2020-04-21, 2020-07-21, 2020-10-19, 2022-10-25"
FRME,"2008-07-23, 2009-02-06, 2013-04-25, 2013-07-26, 2014-01-29, 2014-07-25, 2014-10-24, 2015-01-28, 2015-04-23, 2015-07-23, 2015-10-23, 2016-01-29, 2016-04-26, 2016-07-26, 2016-10-26, 2017-01-27, 2017-04-30, 2017-07-27, 2017-10-27, 2018-01-26, 2018-04-27, 2018-07-26, 2018-10-24, 2019-02-01, 2019-04-28, 2019-07-26, 2019-10-26, 2020-01-31, 2020-04-24, 2021-01-28, 2021-04-22, 2021-07-26, 2021-10-26, 2022-01-27, 2022-04-26"
UMBF,"2009-04-22, 2009-10-28, 2010-01-27, 2013-04-24, 2013-07-24, 2013-10-23, 2014-01-29, 2014-04-23, 2014-07-23, 2014-10-29, 2015-01-28, 2015-07-29, 2016-01-27, 2016-04-27, 2016-07-27, 2016-10-26, 2017-01-25, 2017-04-26, 2017-07-26, 2017-10-25, 2018-01-24, 2018-04-25, 2018-07-25, 2018-10-24, 2019-01-30, 2019-04-24, 2019-08-03, 2019-11-01, 2020-01-29, 2020-07-29, 2021-04-30, 2021-07-28"
